war	O	O	O	O	O	O	_	_	_
große	O	O	O	O	O	O	_	_	_
Lichterprozession	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
Alt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
gung	O	O	O	O	O	O	_	_	_
beteiligte	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
machte	O	O	O	O	O	O	_	_	_
natürlich	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Bekam	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Pachsasel	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Hand	O	O	O	O	O	O	_	_	_
gedruckt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
schloß	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Schon	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
beson	O	O	O	O	O	O	_	_	_
ders	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
München	B-LOC	O	O	O	O	O	Q1726	_	_
im	O	O	O	O	O	O	_	_	_
Umzügen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Kundgebun	O	O	O	O	O	O	_	_	_
gen	O	O	O	O	O	O	_	_	_
gesehen	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
besonderes	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Anblick	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
eigen	O	O	O	O	O	O	_	_	_
artigen	O	O	O	O	O	O	_	_	_
Prozession	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
festlich	O	O	O	O	O	O	_	_	_
beleuchtete	O	O	O	O	O	O	_	_	_
Städchen	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
sogenannten	O	O	O	O	O	O	_	_	_
Kalvaren	O	O	O	O	O	O	_	_	_
ergessen	O	O	O	O	O	O	_	_	_
berg	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
zurück	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Kirche	B-OTH	O	O	O	O	O	Q34651	_	_
bewegte	O	O	O	O	O	O	_	_	_
Andern	O	O	O	O	O	O	_	_	_
Tags	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
hielt	O	O	O	O	O	O	_	_	_
Bischof	O	O	O	O	O	O	_	_	_
Reppler	B-PER	O	O	O	O	O	_	_	_
von	I-PER	O	O	O	O	O	_	_	_
Rothen	I-PER	O	O	O	O	O	_	_	_
burg	O	O	O	O	O	O	_	_	_
beim	O	O	O	O	O	O	_	_	_
Gastgottesdienst	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Predigt	B-OTH	O	O	O	O	O	Q60797	_	_
Mittags	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Gesellenhaus	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
zahlreichen	O	O	O	O	O	O	_	_	_
schaft	O	O	O	O	O	O	_	_	_
gäste	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
großes	O	O	O	O	O	O	_	_	_
schaftessen	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
wohnte	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Gesellenhaus	O	O	O	O	O	O	_	_	_
Daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
kurz	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
klar	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Dampfer	O	O	O	O	O	O	_	_	_
George	O	O	O	O	O	O	_	_	_
Wasington	O	O	O	O	O	O	_	_	_
7	O	O	O	O	O	O	_	_	_
Verstehst	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Nachmittags	O	O	O	O	O	O	_	_	_
wanderte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
weiter	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Waldsee	B-LOC	O	O	O	O	O	Q515423	_	_
wo	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
guten	O	O	O	O	O	O	_	_	_
Freund	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Vorkriegszeit	O	O	O	O	O	O	_	_	_
aufsuchte	O	O	O	O	O	O	_	_	_
Nächsten	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Ravensburg	B-LOC	O	O	O	O	O	Q6832	_	_
zurück	O	O	O	O	O	O	_	_	_
Thier	O	O	O	O	O	O	_	_	_
fand	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
schönste	O	O	O	O	O	O	_	_	_
Gesellenhaus	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
je	O	O	O	O	O	O	_	_	_
gesehen	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
Nach	O	O	O	O	O	O	_	_	_
Übernachtung	O	O	O	O	O	O	_	_	_
wanderte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
weiter	O	O	O	O	O	O	_	_	_
Richtung	O	O	O	O	O	O	_	_	_
Friedrichshofen	O	O	O	O	O	O	_	_	_
Unterwegs	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
Schreiner	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
fleißig	O	O	O	O	O	O	_	_	_
vorsprach	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
eben	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
Wanderschaft	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
Arbeit	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mußte	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
diplomatisch	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Situation	O	O	O	O	O	O	_	_	_
ziehen	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
solle	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
kommen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
50	O	O	O	O	O	O	_	_	_
Pf	O	O	O	O	O	O	_	_	_
reiches	O	O	O	O	O	O	_	_	_
zug	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
von	I-PER	O	O	O	O	O	_	_	_
dannen	O	O	O	O	O	O	_	_	_
Friedrichshagen	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Bodensee	O	O	O	O	O	O	_	_	_
Bei	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Zeppelinhalten	O	O	O	O	O	O	_	_	_
konnte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Umrisse	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
L	O	O	O	O	O	O	_	_	_
R	O	O	O	O	O	O	_	_	_
III	O	O	O	O	O	O	_	_	_
sehen	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Falle	O	O	O	O	O	O	_	_	_
selbst	O	O	O	O	O	O	_	_	_
konnte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
kommen	O	O	O	O	O	O	_	_	_
Andern	O	O	O	O	O	O	_	_	_
Tags	O	O	O	O	O	O	_	_	_
Wanderung	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
Ufer	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Reis	O	O	O	O	O	O	_	_	_
entlang	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
Mersburg	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Dampfer	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Konstanz	O	O	O	O	O	O	_	_	_
3	O	O	O	O	O	O	_	_	_
TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
aufbewahrt	O	O	O	O	O	O	_	_	_
Diese	O	O	O	O	O	O	_	_	_
Reliquie	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Prozession	O	O	O	O	O	O	_	_	_
mitgeführt	O	O	O	O	O	O	_	_	_
Daher	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Name	O	O	O	O	O	O	_	_	_
Blutsprozession	O	O	O	O	O	O	_	_	_
Eine	O	O	O	O	O	O	_	_	_
schöne	O	O	O	O	O	O	_	_	_
große	O	O	O	O	O	O	_	_	_
Kirche	B-OTH	O	O	O	O	O	Q34651	_	_
mit	O	O	O	O	O	O	_	_	_
berühmter	O	O	O	O	O	O	_	_	_
Orgel	O	O	O	O	O	O	_	_	_
überragt	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Städtchen	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
größte	O	O	O	O	O	O	_	_	_
Pfeife	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Argel	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
10	O	O	O	O	O	O	_	_	_
m	O	O	O	O	O	O	_	_	_
lang	O	O	O	O	O	O	_	_	_
120	O	O	O	O	O	O	_	_	_
m	O	O	O	O	O	O	_	_	_
Umfang	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
1200	O	O	O	O	O	O	_	_	_
liter	O	O	O	O	O	O	_	_	_
Inhalt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wiegt	O	O	O	O	O	O	_	_	_
sechs	O	O	O	O	O	O	_	_	_
Zentner	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Ehe	B-OTH	O	O	O	O	O	Q8445	_	_
der	O	O	O	O	O	O	_	_	_
Kirche	B-OTH	O	O	O	O	O	Q34651	_	_
betragt	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Kuppel	O	O	O	O	O	O	_	_	_
66	O	O	O	O	O	O	_	_	_
meter	O	O	O	O	O	O	_	_	_
Als	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Städchen	O	O	O	O	O	O	_	_	_
ankam	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
200	O	O	O	O	O	O	_	_	_
jährige	O	O	O	O	O	O	_	_	_
Bestehen	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Kirche	B-OTH	O	O	O	O	O	Q34651	_	_
gefeiert	O	O	O	O	O	O	_	_	_
Abends	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
große	O	O	O	O	O	O	_	_	_
Lichterprozession	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
Alt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
gung	O	O	O	O	O	O	_	_	_
beteiligte	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
machte	O	O	O	O	O	O	_	_	_
natürlich	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Bekam	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Pachsasel	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Hand	O	O	O	O	O	O	_	_	_
gedruckt	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
schloß	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Schon	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
beson	O	O	O	O	O	O	_	_	_
ders	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
München	B-LOC	O	O	O	O	O	Q1726	_	_
im	O	O	O	O	O	O	_	_	_
Umzügen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Kundgebun	O	O	O	O	O	O	_	_	_
gen	O	O	O	O	O	O	_	_	_
gesehen	O	O	O	O	O	O	_	_	_
Doch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
besonderes	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
werde	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Anblick	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
eigen	O	O	O	O	O	O	_	_	_
artigen	O	O	O	O	O	O	_	_	_
Prozession	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
festlich	O	O	O	O	O	O	_	_	_
beleuchtete	O	O	O	O	O	O	_	_	_
Städchen	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
sogenannten	O	O	O	O	O	O	_	_	_
Kalvaren	O	O	O	O	O	O	_	_	_
ergessen	O	O	O	O	O	O	_	_	_
berg	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
zurück	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Kirche	B-OTH	O	O	O	O	O	Q34651	_	_
bewegte	O	O	O	O	O	O	_	_	_
Andern	O	O	O	O	O	O	_	_	_
Tags	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
hielt	O	O	O	O	O	O	_	_	_
Bischof	O	O	O	O	O	O	_	_	_
Reppler	B-PER	O	O	O	O	O	_	_	_
von	I-PER	O	O	O	O	O	_	_	_
Rothen	I-PER	O	O	O	O	O	_	_	_
burg	O	O	O	O	O	O	_	_	_
beim	O	O	O	O	O	O	_	_	_
Gastgottesdienst	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Predigt	B-OTH	O	O	O	O	O	Q60797	_	_
Mittags	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Gesellenhaus	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
zahlreichen	O	O	O	O	O	O	_	_	_
schaft	O	O	O	O	O	O	_	_	_
gäste	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
großes	O	O	O	O	O	O	_	_	_
schaftessen	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
wohnte	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Gesellenhaus	O	O	O	O	O	O	_	_	_
Daß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
kurz	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
klar	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Dampfer	O	O	O	O	O	O	_	_	_
George	O	O	O	O	O	O	_	_	_
Wasington	O	O	O	O	O	O	_	_	_
7	O	O	O	O	O	O	_	_	_
Verstehst	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Nachmittags	O	O	O	O	O	O	_	_	_
wanderte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
weiter	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Waldsee	B-LOC	O	O	O	O	O	Q515423	_	_
wo	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
guten	O	O	O	O	O	O	_	_	_
Freund	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Vorkriegszeit	O	O	O	O	O	O	_	_	_
aufsuchte	O	O	O	O	O	O	_	_	_
Nächsten	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Ravensburg	B-LOC	O	O	O	O	O	Q6832	_	_
zurück	O	O	O	O	O	O	_	_	_
Thier	O	O	O	O	O	O	_	_	_
fand	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
schönste	O	O	O	O	O	O	_	_	_
Gesellenhaus	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
je	O	O	O	O	O	O	_	_	_
gesehen	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
Nach	O	O	O	O	O	O	_	_	_
Übernachtung	O	O	O	O	O	O	_	_	_
wanderte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
weiter	O	O	O	O	O	O	_	_	_
Richtung	O	O	O	O	O	O	_	_	_
Friedrichshofen	O	O	O	O	O	O	_	_	_
Unterwegs	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
einem	O	O	O	O	O	O	_	_	_
Schreiner	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
fleißig	O	O	O	O	O	O	_	_	_
vorsprach	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
eben	O	O	O	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
Wanderschaft	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
Arbeit	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mußte	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
diplomatisch	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Situation	O	O	O	O	O	O	_	_	_
ziehen	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
solle	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
kommen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	_
50	O	O	O	O	O	O	_	_	_
Pf	O	O	O	O	O	O	_	_	_
reiches	O	O	O	O	O	O	_	_	_
zug	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
von	I-PER	O	O	O	O	O	_	_	_
dannen	O	O	O	O	O	O	_	_	_
Friedrichshagen	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Bodensee	O	O	O	O	O	O	_	_	_
Bei	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Zeppelinhalten	O	O	O	O	O	O	_	_	_
konnte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Umrisse	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
L	O	O	O	O	O	O	_	_	_
R	O	O	O	O	O	O	_	_	_
III	O	O	O	O	O	O	_	_	_
sehen	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Falle	O	O	O	O	O	O	_	_	_
selbst	O	O	O	O	O	O	_	_	_
konnte	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
kommen	O	O	O	O	O	O	_	_	_
Andern	O	O	O	O	O	O	_	_	_
Tags	O	O	O	O	O	O	_	_	_
Wanderung	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
Ufer	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Reis	O	O	O	O	O	O	_	_	_
entlang	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
Mersburg	O	O	O	O	O	O	_	_	_
