TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Schreiben	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
mehr	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
leicht	O	O	O	O	O	O	_	_	_
fällt	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
übernehmenn	O	O	O	O	O	O	_	_	_
Ihren	O	O	O	O	O	O	_	_	_
dieser	O	O	O	O	O	O	_	_	_
Wunsch	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
erfüller	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
denke	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
werden	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
zufriden	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
Wir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
großen	O	O	O	O	O	O	_	_	_
Bedauern	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Ihrem	O	O	O	O	O	O	_	_	_
Unfall	B-OTH	O	O	O	O	O	_	_	_
gehört	O	O	O	O	O	O	_	_	_
Wie	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
thuen	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
jetzt?	O	O	O	O	O	O	_	_	_
Hoffentlich	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
erholt	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
keine	O	O	O	O	O	O	_	_	_
schlimmen	O	O	O	O	O	O	_	_	_
Folgen	O	O	O	O	O	O	_	_	_
davon	O	O	O	O	O	O	_	_	_
Die	O	O	O	O	O	O	_	_	_
Lebensverhältnisse	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
freilich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Amerika	I-LOC	O	O	O	O	O	_	_	_
glanzende	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
könnte	O	O	O	O	O	O	_	_	_
benach	O	O	O	O	O	O	_	_	_
selbst	O	O	O	O	O	O	_	_	_
Lust	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
dorthin	O	O	O	O	O	O	_	_	_
auszuwenden	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
